D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_57_805.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_57_805.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_57_805.jpg,0,0,0,1.178542
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_57_875.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_57_875.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_57_875.jpg,0,0,0,1.169072
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_57_946.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_57_946.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_57_946.jpg,0,0,0,1.16202
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_017.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_017.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_017.jpg,0,0,0,1.152683
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_082.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_082.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_082.jpg,0,0,0,1.145729
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_151.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_151.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_151.jpg,0,0,0,1.138818
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_220.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_220.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_220.jpg,0,0,0,1.129667
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_288.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_288.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_288.jpg,0,0,0,1.122852
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_359.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_359.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_359.jpg,0,0,0,1.113829
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_432.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_432.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_432.jpg,0,0,0,1.10711
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_505.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_505.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_505.jpg,0,0,0,1.098215
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_579.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_579.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_579.jpg,0,0,0,1.08939
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_651.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_651.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_651.jpg,0,0,0,1.082818
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_720.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_720.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_720.jpg,0,0,0,1.074118
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_797.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_797.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_797.jpg,0,0,0,1.065538
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_869.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_869.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_869.jpg,0,0,0,1.059186
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_58_941.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_58_941.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_58_941.jpg,0,0,0,1.050776
D:\Desktop - Data Drive\ML Project\IMG\center_2019_12_02_12_13_59_012.jpg,D:\Desktop - Data Drive\ML Project\IMG\left_2019_12_02_12_13_59_012.jpg,D:\Desktop - Data Drive\ML Project\IMG\right_2019_12_02_12_13_59_012.jpg,0,0,0,1.044513
