D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_096.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_096.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_096.jpg,0,0,0,1.298859E-05
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_169.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_169.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_169.jpg,0,0,0,1.112052E-05
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_235.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_235.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_235.jpg,0,0,0,5.222445E-06
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_307.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_307.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_307.jpg,0,0,0,1.287663E-05
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_373.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_373.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_373.jpg,0,0,0,5.360184E-06
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_446.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_446.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_446.jpg,0,0,0,6.483127E-06
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_518.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_518.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_518.jpg,0,0,0,4.708658E-06
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_584.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_584.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_584.jpg,0,0.0197082,0,0.01093268
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_653.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_653.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_653.jpg,0,0.2441151,0,0.1266303
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_722.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_722.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_722.jpg,0,0.433323,0,0.4294195
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_793.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_793.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_793.jpg,0,0.6657822,0,0.9486728
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_863.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_863.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_863.jpg,0,0.8552544,0,1.516196
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_06_935.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_06_935.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_06_935.jpg,-0.1,1,0,2.45912
D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\center_2019_12_10_17_34_07_004.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\left_2019_12_10_17_34_07_004.jpg,D:\Documents - Data Drive\Oberlin\CSCI 374 - Machine Learning\ML Project\simple_training_1\IMG\right_2019_12_10_17_34_07_004.jpg,-0.25,1,0,3.160055
